Startup,Industry,City,TotalFunding,FundingRounds,Stage,Status,Source,StatusCode
Board Infinity,Edtech,Chembur,319605.0,1,Angel Round,Failed,startup_funding_2020,0
Bira91,Food And Beverage,Delhi,10000000.0,1,Debt Funding,Safe,startup_funding_2020,1
FabHotels,E-Commerce,Gurgaon,4889975.54,1,Unknown,Safe,startup_funding_2020,1
Avail Finance,Finance,Bangalore,9000000.0,1,Series A,Safe,startup_funding_2020,1
BharatPe,Finance,Delhi,75000000.0,1,Series B,Safe,startup_funding_2020,1
Recykal,Waste Management Service,Hyderabad,26000000.0,1,pre-Series A,Safe,startup_funding_2020,1
Agara Labs,Deep-Tech,Bangalore,2500000.0,1,pre-Series A,Safe,startup_funding_2020,1
Sistema.bio,Agriculture,Nairobi,2739034.68,1,Unknown,Safe,startup_funding_2020,1
Chakr Innovation,Energy,Delhi,26000000.0,1,Series A,Safe,startup_funding_2020,1
Bolo App,Digital Media,Bangalore,430200.0,1,Seed Funding,Failed,startup_funding_2020,0
OkCredit,Fintech,Haryana,15500000.0,1,Series A,Safe,startup_funding_2020,1
Biz2Credit,Fintech,New York,52000000.0,1,Series B,Safe,startup_funding_2020,1
Vogo Automotive Pvt. Ltd.,Transportation,Karnataka,3584000.0,1,Debt Funding,Safe,startup_funding_2020,1
Leegality,Services,Bangalore,3400000.0,1,Series A,Safe,startup_funding_2020,1
Ola Electric,Transport,Bangalore,1800000.0,1,Series A,Failed,startup_funding_2020,0
Saahas Zero Waste,Waste Management Service,Bangalore,868600.0,1,Venture - Series Unknown,Safe,startup_funding_2020,1
StyleDotMe,E-Commerce,Delhi,1800000.0,1,Bridge Round,Failed,startup_funding_2020,0
BlackBuck,Transport,Bangalore,150000000.0,1,Series D,Safe,startup_funding_2020,1
Zenoti,Saas,Hyderabad,50000000.0,1,Series C,Safe,startup_funding_2020,1
FreshVnF,Agtech,Mumbai,140000000.0,1,Seed Round,Safe,startup_funding_2020,1
GlowRoad,E-Commerce,Bangalore,11500000.0,1,Series B,Safe,startup_funding_2020,1
Kuvera,Finance,Bangalore,45000000.0,1,Series A,Safe,startup_funding_2020,1
Medlife,E-Commerce,Bangalore,17000000.0,1,Private Equity,Safe,startup_funding_2020,1
Kabadiwala,E-Commerce,Bhopal,430665.0,1,Private Equity,Safe,startup_funding_2020,1
Tripoto,Social Media,Delhi,3591375.0,1,Series B,Safe,startup_funding_2020,1
Azah,Health And Wellness,Gurgaon,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
Setu,Fintech,Bangalore,3500000.0,1,Seed Funding,Safe,startup_funding_2020,1
Unacademy,Edtech,Bangalore,307000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
CleverTap,Saas,Mumbai,26000000.0,1,Series B,Safe,startup_funding_2020,1
My Healthcare,E-Commerce,Bangalore,3000000.0,1,Series A,Safe,startup_funding_2020,1
KrazyBee,E-Commerce,Bangalore,14342000.0,1,Debt,Safe,startup_funding_2020,1
Increff,Technology,Bangalore,3000000.0,1,Series A,Safe,startup_funding_2020,1
FleetX,Ai,Gurgaon,1800000.0,1,Pre Series A,Failed,startup_funding_2020,0
Zilingo,Ecommerce,India/Singapore,226000000.0,1,Series D,Safe,startup_funding_2020,1
NanoClean Global,Nanotechnology,Delhi,600000.0,1,Series A,Safe,startup_funding_2020,1
CarDekho,Automobile,Jaipur,110000000.0,1,Series C,Safe,startup_funding_2020,1
Vyome Therapeutics Inc.,Health And Wellness,India/Us,22000000.0,1,Series D,Safe,startup_funding_2020,1
Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Chennai,5000000.0,1,Debt-Funding,Safe,startup_funding_2020,1
Manch,Social Media,Delhi,700000.0,1,Seed Funding,Safe,startup_funding_2020,1
UrbanClap Technologies Pvt. Ltd,Services Platform,Delhi,50000000.0,1,Series D,Safe,startup_funding_2020,1
Guiddoo,Travel Tech,Mumbai,800000.0,1,Pre-Series A,Safe,startup_funding_2020,1
Career Anna,Online Education,Gurgaon,572000.0,1,Pre-Series A,Safe,startup_funding_2020,1
Nagpur Wholesale,Online Marketplace,Nagpur,143000.0,1,Seed Funding,Failed,startup_funding_2020,0
ShopKirana,B2B,Indore,2000000.0,1,Seed Funding,Safe,startup_funding_2020,1
BuildSupply,"Saas, Ecommerce",Gurgaon,3500000.0,1,Series A,Safe,startup_funding_2020,1
GoDesi,Food And Beverage,Bangalore,138995.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Veritas Finance Ltd.,Nbfc,Chennai,27799000.0,1,Series D,Safe,startup_funding_2020,1
Mobile Premier League,Gaming,Bangalore,500000.0,1,Series A,Failed,startup_funding_2020,0
A&R Bon Vivants,Food,Jaipur,1000000.0,1,Equity,Safe,startup_funding_2020,1
MilkBAsket,Food,Delhi,1300000.0,1,Series B,Safe,startup_funding_2020,1
DriveU,Transport,Bangalore,1000000.0,1,Mezzanine,Safe,startup_funding_2020,1
CleanseCar,Services,Bangalore,500000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Automation Anywhere,Automation,California,300000000.0,1,Series B,Safe,startup_funding_2020,1
Genius Corner,Education,Noida,278000.0,1,Seed Funding,Failed,startup_funding_2020,0
Aavishkaar-Intellecap Group,Investment,Mumbai,31000000.0,1,Equity Based Funding,Safe,startup_funding_2020,1
Skillbox,Social Network,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Signzy,Financial Tech,Bangalore,3400000.0,1,Series A,Safe,startup_funding_2020,1
Engineer.ai,Software,India/Us,29500000.0,1,Series A,Safe,startup_funding_2020,1
InCred Finance,Finance,India,42000000.0,1,Private Equity,Safe,startup_funding_2020,1
Roposo,Social Media,Delhi,1700000.0,1,Series B,Safe,startup_funding_2020,1
Northmist,Fashion,Delhi,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,11000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Grover Zampa,Food,Mumbai,8200000.0,1,Private Equity,Safe,startup_funding_2020,1
Droom,Automobile,Gurgaon,3000000.0,1,Series E,Safe,startup_funding_2020,1
Innov8,Real Estate,Delhi,4000000.0,1,Pre-Series A,Safe,startup_funding_2020,1
Netmeds,Consumer Internet,Chennai,35000000.0,1,Private Equity,Safe,startup_funding_2020,1
Daily hunt,Consumer Internet,Bangalore,6390000.0,1,Private Equity,Safe,startup_funding_2020,1
3HCare,Healthcare,Delhi,1000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
HappyGoEasy,Consumer Internet,Gurgaon,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Mad Street Den,Technology,Chennai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
MamaEarth,Healthcare,Gurgaon,4000000.0,1,Private Equity,Safe,startup_funding_2020,1
AutoGrid,Technology,Bangalore,32000000.0,1,Private Equity,Safe,startup_funding_2020,1
Pharmeasy,Consumer Internet,Mumbai,5500000.0,1,Debt Funding,Safe,startup_funding_2020,1
Upwards,Fin-Tech,Mumbai,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Kissht,Fin-Tech,Mumbai,30000000.0,1,Private Equity,Safe,startup_funding_2020,1
dishq,Food-Tech,Bangalore,400000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
HealthFin,Finance,Pune,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Samosa Labs,Consumer Internet,Hyderabad,7000000.0,1,Private Equity,Safe,startup_funding_2020,1
ZiffyHomes,Consumer Internet,Gurgaon,120000.0,1,Private Equity,Safe,startup_funding_2020,1
My OmNamo,Consumer Internet,Mumbai,1000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
ShopX,Consumer Internet,Bangalore,35000000.0,1,Private Equity,Safe,startup_funding_2020,1
MakeMyTrip,Consumer Internet,Gurgaon,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Hansel io,Consumer Internet,Bangalore,4000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Metro Bikes,Consumer Internet,Bangalore,12200000.0,1,Private Equity,Safe,startup_funding_2020,1
Phone Pe,Consumer Internet,Bangalore,66000000.0,1,Private Equity,Safe,startup_funding_2020,1
quizizz,Ed-Tech,Bangalore,3000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Happy EMI,Fin-Tech,Bangalore,1000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Inthree,Consumer Internet,Chennai,4000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Observe AI,Technology,Bangalore,8000000.0,1,Private Equity,Safe,startup_funding_2020,1
Enakshi,Consumer Internet,Ahemadabad,114811.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
EazyDiner,Consumer Internet,Gurgaon,5850000.0,1,Private Equity,Safe,startup_funding_2020,1
Finzy,Finance,Bangalore,1000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
RawPressery,Consumer Internet,Mumbai,4800000.0,1,Debt Funding,Safe,startup_funding_2020,1
Pi Ventures,Technology,Bangalore,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
ZestMoney,Consumer Internet,Bangalore,13400000.0,1,Private Equity,Safe,startup_funding_2020,1
Shubh Loans,Fin-Tech,Bangalore,4200000.0,1,Private Equity,Safe,startup_funding_2020,1
MyUpchar,Healthcare,Delhi,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Narvar,It,Bangalore,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
True North,Finance,Mumbai,600000000.0,1,Private Equity,Safe,startup_funding_2020,1
Leena AI,Technology,Gurgaon,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Biryani By Kilo,Consumer Internet,Gurgaon,1000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Anchanto,It,Pune,4000000.0,1,Private Equity,Safe,startup_funding_2020,1
Loan Tap,Consumer Internet,Mumbai,6250000.0,1,Private Equity,Safe,startup_funding_2020,1
zippserv,Consumer Internet,Bangalore,440000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Groww,Consumer Internet,Bangalore,1100000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Avenue Growth,Consumer Internet,Gurgaon,437000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
iNICU,Healthcare,Delhi,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Kinara Capital,Finance,Bangalore,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Shop 101,Consumer Internet,Mumbai,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Sambandh,Consumer Internet,Rourkela,2500000.0,1,Private Equity,Safe,startup_funding_2020,1
19th mile,It,Gurgaon,180000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
5th Vital,Healthcare,Bangalore,500000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
MEngage,Healthcare,Jaipur,175000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Ofbusiness,Finance,Gurgaon,29000000.0,1,Private Equity,Safe,startup_funding_2020,1
The Ken,Consumer Internet,Bangalore,1500000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
HousingMan,Consumer Internet,Bangalore,1500000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
PaySense,Consumer Internet,Mumbai,18000000.0,1,Private Equity,Safe,startup_funding_2020,1
Yulu Bikes,Technology,Bangalore,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
VTION,Technology,Gurgaon,280000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Log9 Materials,Technology,Bangalore,436000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
kidovators,Ed-Tech,Bangalore,180000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Digit,Consumer Internet,Pune,45000000.0,1,Private Equity,Safe,startup_funding_2020,1
Black Soil,Finance,Mumbai,17000000.0,1,Private Equity,Safe,startup_funding_2020,1
Entropik,It,Bangalore,1100000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Bitla Software,Technology,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
TheCapitalNet,Fin-Tech,Hyderabad,500000.0,1,Private Equity,Safe,startup_funding_2020,1
Cure Fit,Consumer Internet,Bangalore,120000000.0,1,Private Equity,Safe,startup_funding_2020,1
Five Star Group,Fin-Tech,Chennai,100000000.0,1,Private Equity,Safe,startup_funding_2020,1
Healthsignz,Healthcare,Hyderabad,5000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
CoinTribe,Finance,Gurgaon,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Digiconectt,Technology,Bangalore,125000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Kashmir Box,E-Commerce,Srinagar,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Crowdera,Finance,Nagpur,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Zoctr,Healthcare,Mumbai,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Annapurna Finance,Finance,Bhubneswar,23000000.0,1,Private Equity,Safe,startup_funding_2020,1
Theranosis,Healthcare,Hyderabad,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Alpha Capital,Finance,Mumbai,14800000.0,1,Private Equity,Safe,startup_funding_2020,1
eshakti,E-Commerce,Chennai,10100000.0,1,Private Equity,Safe,startup_funding_2020,1
NirogStreet,Healthcare,Gurgaon,300000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Nivesh,Finance,Noida,450000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
What\\xe2\\x80\\x99s Up Life,Consumer Internet,Gurgaon,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Network Intelligence,Technology,Mumbai,4800000.0,1,Private Equity,Safe,startup_funding_2020,1
Tynor Othontics,Healthcare,Chandigarh,21000000.0,1,Private Equity,Safe,startup_funding_2020,1
Elucidata,It,Delhi & Cambridge,1700000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Chrysalis,Ed-Tech,Pune,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
RentSher,Consumer Internet,Bangalore,1100000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Drip capital,Finance,Mumbai,15000000.0,1,Private Equity,Safe,startup_funding_2020,1
HipBar,Consumer Internet,Bangalore,4000000.0,1,Private Equity,Safe,startup_funding_2020,1
Sqqrl,Finance,Gurgaon,1000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Sigtuple,Healthcare,Bangalore,19000000.0,1,Private Equity,Safe,startup_funding_2020,1
Front Desk AI,Technology,Bangalore,1100000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Edureka,Ed-Tech,Bangalore,2000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Numeroseven,Technology,Kolkatta,1800000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
OpenTap,Finance,Chennai,450000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Bizongo,Consumer Internet,Mumbai,22000000.0,1,Private Equity,Safe,startup_funding_2020,1
Disprz,It,Chennai,2500000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
PaisaDukan,Consumer Internet,Mumbai,225000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
i3sysytems,Technology,Mumbai,1000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
Earth Food,Consumer Internet,Pune,949000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
mfine,Healthcare,Bangalore,4200000.0,1,Private Equity,Safe,startup_funding_2020,1
Rocketium,Technology,Bangalore,300000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
MilkBasket,Technology,Gurgaon,7000000.0,1,Private Equity,Safe,startup_funding_2020,1
Vola,Finance,Bangalore,500000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Cashkumar,Consumer Internet,Bangalore,735000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Edyoo,E-Commerce,Bangalore,735000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Aashiyaan,Finance,Kolkata,2000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Bonphulapl,Clean-Tech,Delhi,293000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Acko,Consumer Internet,Mumbai,12000000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
HWell24,Healthcare,Mumbai,200000.0,1,Seed/ Angel Funding,Failed,startup_funding_2020,0
Toffee,Consumer Internet,Gurgaon,1500000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Events High,Consumer Internet,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Stellaps,Technology,Bangalore,14000000.0,1,Private Equity,Safe,startup_funding_2020,1
Credright,Consumer Internet,Hyderabad,1300000.0,1,Seed/ Angel Funding,Safe,startup_funding_2020,1
Fitternity,Consumer Internet,Mumbai,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Synctag,Technology,Coimbatore,307600.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Benepik,Technology,Gurgaon,1800000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
IndigoLearn,Ed-Tech,Hyderabad,150000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Kaleidofin,Fiinance,Chennai,2800000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
Elemential,Technology,Mumbai,1800000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Kriger Campus,Ed-Tech,Delhi,46140.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Loanzen,Finance,Bangalore,1800000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
TravelTriangle,Consumer Internet,Gurgaon,12000000.0,1,Private Equity,Safe,startup_funding_2020,1
Letsmd,Healthcare,Delhi,1000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
mintifi,Finance,Mumbai,2000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
icanstay,Consumer Internet,Delhi,500000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Pregbuddy,Healthcare,Bangalore,1800000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Coverfox,Consumer Internet,Mumbai,22000000.0,1,Private Equity,Safe,startup_funding_2020,1
Lenskart,Consumer Internet,Faridabad,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Fyle Technologies,Technology,Bangalore,1100000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
True Balance,Technology,Gurgaon,23000000.0,1,Private Equity,Safe,startup_funding_2020,1
Visit,Healthcare,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Doxper,Healthcare,Mumbai,1900000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
Mihuru,Finance,Mumbai,150000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Trip shelf,Consumer Internet,Delhi,246000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
1mg,Consumer Internet,Gurgaon,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Rubique,Consumer Internet,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Samco,Consumer Internet,Mumbai,7500000.0,1,Private Equity,Safe,startup_funding_2020,1
MyLoanCare,Finance,Gurgaon,978000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
Buddy4studdy,Consumer Internet,Noida,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
Gramophone,Technology,Indore,1000000.0,1,Seed/Angel Funding,Safe,startup_funding_2020,1
Wellthy,Healthcare,Mumbai,2100000.0,1,Private Equity,Safe,startup_funding_2020,1
MedGenome,Healthcare,Bangalore,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Finova Capital,Consumer Internet,Jaipur,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
Livehealth,Consumer Internet,Pune,1100000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
Ad2pro,Technology,Chennai,9700000.0,1,Debt Funding,Safe,startup_funding_2020,1
Pepperfry,Consumer Internet,Mumbai,38400000.0,1,Private Equity,Safe,startup_funding_2020,1
Magicpin,Consumer Internet,Gurgaon,1000000.0,1,Debt Funding,Safe,startup_funding_2020,1
HealthCare,Consumer Internet,Mumbai,1000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
PineLabs,Technology,Mumbai,82000000.0,1,Private Equity,Safe,startup_funding_2020,1
Stumagz,Consumer Internet,Hyderabad,1800000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Fingerlix,Consumer Internet,Mumbai,1310000.0,1,Debt Funding,Safe,startup_funding_2020,1
Karma Healthcare,Healthcare,Udaipur,500000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Zappfresh,Food & Beverages,Gurgaon,3000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
CustomerSucessBox,Technology,Gurgaon,1000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
One Labs,Consumer Internet,Unknown,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
GigIndia,Consumer Internet,Pune,1800000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Chargebee,Technology,Chennai,18000000.0,1,Private Equity,Safe,startup_funding_2020,1
i2i Funding,Consumer Internet,Noida,768000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
Slang Labs,Technology,Bangalore,1240000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
UrbanPiper,Technology,Bangalore,1800000.0,1,Seed / Angel Funding,Failed,startup_funding_2020,0
Cash Suvidha,Consumer Internet,Delhi,1000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
Roadcast,Technology,Delhi,250000.0,1,Private Equity,Safe,startup_funding_2020,1
Smartcoin,Finance,Bangalore,2000000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
The Print,Media,Delhi,535000.0,1,Seed / Angel Funding,Safe,startup_funding_2020,1
BigBasket,Consumer Internet,Bangalore,300000000.0,1,Private Equity,Safe,startup_funding_2020,1
Asia Institute Of Medical Science,Healthcare,Faridabad,21000000.0,1,Private Equity,Safe,startup_funding_2020,1
CollegeDekho,Consumer Internet,Gurgaon,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Foodmemories,Consumer Internet,Ahemdabad,1800000.0,1,Seed funding,Failed,startup_funding_2020,0
Healthi,Healthcare,Bangalore,3100000.0,1,Private Equity,Safe,startup_funding_2020,1
Shape,Healthcare,Pune,100000000.0,1,Seed / Angle Funding,Safe,startup_funding_2020,1
Icertis,Consumer Internet,Pune,50000000.0,1,Private Equity,Safe,startup_funding_2020,1
